strategy,graph,scope,replicate,removed,f,S,mean_other,components
random,observed,full,0,0,0.0,0.25775631806040683,2.769260252970487,2610
random,observed,full,0,97,0.009965070885555784,0.252722416272858,2.7216533940083427,2638
random,observed,full,0,195,0.02003287446065338,0.2457365933840148,2.684823441021788,2663
random,observed,full,0,292,0.029997945346209164,0.242346414629135,2.6458722450504295,2678
random,observed,full,0,389,0.039963016231764945,0.23433326484487363,2.5961043733921354,2722
random,observed,full,0,487,0.050030819806862546,0.22878569960961578,2.560175054704595,2743
random,observed,full,0,584,0.05999589069241833,0.22210807478939798,2.501969208736126,2794
random,observed,full,0,681,0.06996096157797412,0.21532771727963837,2.4626548672566373,2826
random,observed,full,0,779,0.08002876515307171,0.21152660776659132,2.425606753429476,2844
random,observed,full,0,876,0.0899938360386275,0.20906102321758785,2.3881694084704237,2858
random,observed,full,0,973,0.09995890692418327,0.20402712143003904,2.3426694329183957,2893
random,observed,full,0,1071,0.11002671049928087,0.196938565851654,2.3071135430916554,2925
random,observed,full,0,1168,0.11999178138483665,0.18892541606739263,2.2726351351351353,2961
random,observed,full,0,1265,0.12995685227039244,0.17300184918841174,2.280672268907563,2976
random,observed,full,0,1363,0.14002465584549004,0.16704335319498664,2.2468354430379747,3003
random,observed,full,0,1460,0.14998972673104582,0.1608793918224779,2.2219277906591586,3020
random,observed,full,0,1557,0.1599547976166016,0.1590302034107253,2.1849044166117335,3035
random,observed,full,0,1655,0.1700226011916992,0.15368810355455106,2.158360655737705,3051
random,observed,full,0,1752,0.179987672077255,0.1505033901787549,2.1234929944607366,3070
random,observed,full,0,1849,0.18995274296281076,0.14382576535853708,2.0926105195224265,3100
random,observed,full,0,1947,0.20002054653790835,0.1379700020546538,2.0515759312320916,3142
random,observed,full,0,2044,0.20998561742346414,0.13570988288473393,2.0174216027874565,3158
random,observed,full,0,2141,0.21995068830901993,0.13314156564618862,1.9902022756005058,3165
random,observed,full,0,2239,0.23001849188411752,0.13026505033901786,1.9649731776585673,3170
random,observed,full,0,2336,0.2399835627696733,0.12841586192726526,1.9400441779741244,3170
random,observed,full,0,2434,0.25005136634477093,0.12502568317238547,1.9183222958057395,3172
random,observed,full,0,2531,0.2600164372303267,0.11845079104170947,1.9073139974779318,3173
random,observed,full,0,2628,0.26998150811588245,0.11331415656461886,1.8948863636363635,3169
random,observed,full,0,2726,0.2800493116909801,0.1102321758783645,1.8692913385826773,3176
random,observed,full,0,2823,0.29001438257653583,0.10108896650914322,1.8685372005044136,3173
random,observed,full,0,2920,0.29997945346209165,0.09574686665296897,1.8555205047318613,3171
random,observed,full,0,3018,0.3100472570371892,0.09297308403534005,1.8325449385052035,3172
random,observed,full,0,3115,0.32001232792274503,0.08978837065954387,1.8071720666876376,3180
random,observed,full,0,3212,0.3299773988083008,0.08804191493733306,1.7881944444444444,3169
random,observed,full,0,3310,0.3400452023833984,0.08526813231970413,1.7753094255791813,3152
random,observed,full,0,3407,0.3500102732689542,0.07982329977398808,1.766390833863781,3143
random,observed,full,0,3504,0.35997534415451,0.07602219026094104,1.7434106065417594,3150
random,observed,full,0,3602,0.37004314772960756,0.07458393260735566,1.7233025183296142,3138
random,observed,full,0,3699,0.3800082186151633,0.07273474419560304,1.6986607142857142,3137
random,observed,full,0,3796,0.38997328950071913,0.06996096157797412,1.6849358974358974,3121
random,observed,full,0,3894,0.4000410930758167,0.06862543661393056,1.6576923076923078,3121
random,observed,full,0,3991,0.4100061639613725,0.06513252516950893,1.6390760346487008,3118
random,observed,full,0,4088,0.4199712348469283,0.06215327717279638,1.621421678996462,3110
random,observed,full,0,4186,0.4300390384220259,0.061125950277378265,1.6055105348460292,3086
random,observed,full,0,4283,0.44000410930758166,0.05907129648654202,1.589827192696446,3068
random,observed,full,0,4380,0.4499691801931375,0.058043969591123894,1.5763660302830809,3039
random,observed,full,0,4478,0.46003698376823504,0.0564002465584549,1.5596421471172963,3019
random,observed,full,0,4575,0.47000205465379086,0.05239367166632423,1.5527722110888444,2995
random,observed,full,0,4672,0.4799671255393466,0.05116087939182248,1.529490616621984,2985
random,observed,full,0,4770,0.49003492911444424,0.05033901787548798,1.5171244489657512,2950
random,observed,full,0,4867,0.5,0.0496198890486953,1.501884206920178,2920
random,observed,full,0,4964,0.5099650708855558,0.04869529484281899,1.4854771784232366,2893
random,observed,full,0,5062,0.5200328744606534,0.047873433326484485,1.4660160334611363,2870
random,observed,full,0,5159,0.5299979453462091,0.04633244298335731,1.4551870148200423,2835
random,observed,full,0,5256,0.5399630162317649,0.04335319498664475,1.4439302242791028,2810
random,observed,full,0,5354,0.5500308198068625,0.04150400657489213,1.4286740927057133,2784
random,observed,full,0,5451,0.5599958906924183,0.040682145058557634,1.4129407488186114,2752
random,observed,full,0,5548,0.5699609615779742,0.03575097596055065,1.4105108416023522,2722
random,observed,full,0,5646,0.5800287651530717,0.03492911444421615,1.3933085501858735,2691
random,observed,full,0,5743,0.5899938360386275,0.03390178754879803,1.3851683692773364,2644
random,observed,full,0,5840,0.5999589069241833,0.03277172796383809,1.3686830015313936,2613
random,observed,full,0,5938,0.6100267104992809,0.031128004931169097,1.3544009305932532,2580
random,observed,full,0,6035,0.6199917813848367,0.029278816519416478,1.3440944881889765,2541
random,observed,full,0,6132,0.6299568522703924,0.023423053215533184,1.3293932230102443,2539
random,observed,full,0,6230,0.6400246558454901,0.02147113211423875,1.3211708099438653,2495
random,observed,full,0,6327,0.6499897267310458,0.020135607150195193,1.3116830065359477,2449
random,observed,full,0,6424,0.6599547976166016,0.019827409081569755,1.2965890183028286,2405
random,observed,full,0,6522,0.6700226011916992,0.019313745633860693,1.2862611654615057,2352
random,observed,full,0,6619,0.679987672077255,0.018800082186151635,1.2809086937527305,2290
random,observed,full,0,6716,0.6899527429628107,0.01818368604890076,1.2643524699599467,2248
random,observed,full,0,6814,0.7000205465379084,0.01715635915348264,1.2502270663033606,2203
random,observed,full,0,6911,0.7099856174234641,0.016539963016231764,1.2375639237563925,2152
random,observed,full,0,7008,0.71995068830902,0.01623176494760633,1.2251908396946565,2097
random,observed,full,0,7106,0.7300184918841175,0.014998972673104582,1.217263364394311,2040
random,observed,full,0,7203,0.7399835627696734,0.014279843846311896,1.208080808080808,1981
random,observed,full,0,7300,0.7499486336552291,0.013560715019519212,1.2033455305802405,1914
random,observed,full,0,7398,0.7600164372303266,0.012636120813642902,1.1936353829557713,1855
random,observed,full,0,7495,0.7699815081158825,0.010889665091432094,1.1869782971619365,1798
random,observed,full,0,7593,0.78004931169098,0.004622971029381549,1.1949828962371722,1755
random,observed,full,0,7690,0.7900143825765359,0.004520238339839737,1.1799410029498525,1696
random,observed,full,0,7787,0.7999794534620916,0.004417505650297924,1.1695331695331694,1629
random,observed,full,0,7885,0.8100472570371893,0.004109307581672488,1.1596153846153847,1561
random,observed,full,0,7982,0.820012327922745,0.002568317238545305,1.1475083056478406,1506
random,observed,full,0,8079,0.8299773988083008,0.0023628518594616807,1.1364902506963788,1437
random,observed,full,0,8177,0.8400452023833984,0.002054653790836244,1.1318114874815906,1359
random,observed,full,0,8274,0.8500102732689542,0.001951921101294432,1.1249024199843871,1282
random,observed,full,0,8371,0.8599753441545099,0.001027326895418122,1.1126644736842106,1217
random,observed,full,0,8469,0.8700431477296076,0.0009245942058763099,1.1046613896218118,1138
random,observed,full,0,8566,0.8800082186151633,0.0009245942058763099,1.1017110266159695,1053
random,observed,full,0,8663,0.8899732895007191,0.0008218615163344976,1.0858018386108275,980
random,observed,full,0,8761,0.9000410930758167,0.0006163961372508733,1.0780379041248607,898
random,observed,full,0,8858,0.9100061639613725,0.000513663447709061,1.0766378244746602,810
random,observed,full,0,8955,0.9199712348469283,0.0004109307581672488,1.0660247592847318,728
random,observed,full,0,9053,0.9300390384220258,0.0004109307581672488,1.0512422360248448,645
random,observed,full,0,9150,0.9400041093075817,0.00030819806862543664,1.0449640287769784,557
random,observed,full,0,9247,0.9499691801931375,0.0002054653790836244,1.0341151385927505,470
random,observed,full,0,9345,0.9600369837682351,0.0002054653790836244,1.0238095238095237,379
random,observed,full,0,9442,0.9700020546537909,0.0002054653790836244,1.0104529616724738,288
random,observed,full,0,9539,0.9799671255393466,0.0002054653790836244,1.0104712041884816,192
random,observed,full,0,9637,0.9900349291144442,0.0001027326895418122,1.0,97
random,observed,full,0,9734,1.0,0.0,0.0,0
random,observed,full,1,0,0.0,0.25775631806040683,2.769260252970487,2610
random,observed,full,1,97,0.009965070885555784,0.2550852681323197,2.7336645013374095,2618
random,observed,full,1,195,0.02003287446065338,0.2515923566878981,2.670433145009416,2656
random,observed,full,1,292,0.029997945346209164,0.24183275118142594,2.616463639719454,2710
random,observed,full,1,389,0.039963016231764945,0.22251900554756524,2.568515205724508,2796
random,observed,full,1,487,0.050030819806862546,0.217176905691391,2.522277227722772,2829
random,observed,full,1,584,0.05999589069241833,0.20731456749537702,2.4954513645906227,2859
random,observed,full,1,681,0.06996096157797412,0.20084240805424286,2.463727872266574,2882
random,observed,full,1,779,0.08002876515307171,0.19663036778302856,2.4229181004817617,2907
random,observed,full,1,876,0.0899938360386275,0.19139100061639613,2.3784427065623936,2942
random,observed,full,1,973,0.09995890692418327,0.18738442572426547,2.3341184387617764,2973
random,observed,full,1,1071,0.11002671049928087,0.18132319704129854,2.3031719532554256,2996
random,observed,full,1,1168,0.11999178138483665,0.1615985206492706,2.274886141834743,3075
random,observed,full,1,1265,0.12995685227039244,0.15964659954797616,2.248049414824447,3077
random,observed,full,1,1363,0.14002465584549004,0.1557427573453873,2.2198834196891193,3089
random,observed,full,1,1460,0.14998972673104582,0.1506061228682967,2.196837689577283,3100
random,observed,full,1,1557,0.1599547976166016,0.14629134990754059,2.16859344894027,3115
random,observed,full,1,1655,0.1700226011916992,0.1381754674337374,2.1452691940108313,3140
random,observed,full,1,1752,0.179987672077255,0.13355249640435587,2.11992385786802,3153
random,observed,full,1,1849,0.18995274296281076,0.131292377234436,2.078980490874764,3179
random,observed,full,1,1947,0.20002054653790835,0.12646394082597082,2.0603394091766183,3183
random,observed,full,1,2044,0.20998561742346414,0.12112184096979658,2.028348909657321,3211
random,observed,full,1,2141,0.21995068830901993,0.1187589891103349,2.007171811661989,3208
random,observed,full,1,2239,0.23001849188411752,0.11413601808095336,1.9832246039142591,3220
random,observed,full,1,2336,0.2399835627696733,0.11238956235874255,1.9535171986365045,3228
random,observed,full,1,2434,0.25005136634477093,0.11146496815286625,1.9331259720062208,3216
random,observed,full,1,2531,0.2600164372303267,0.10817752208752825,1.920674578388507,3203
random,observed,full,1,2628,0.26998150811588245,0.10365728374768851,1.9005610972568578,3209
random,observed,full,1,2726,0.2800493116909801,0.09872611464968153,1.8715567935623645,3232
random,observed,full,1,2823,0.29001438257653583,0.09739058968563798,1.8501396214706796,3224
random,observed,full,1,2920,0.29997945346209165,0.09266488596671461,1.8377370220702518,3218
random,observed,full,1,3018,0.3100472570371892,0.08454900349291145,1.8301242236024844,3221
random,observed,full,1,3115,0.32001232792274503,0.08095335935894801,1.806941431670282,3228
random,observed,full,1,3212,0.3299773988083008,0.07674131908773371,1.7829577029947514,3240
random,observed,full,1,3310,0.3400452023833984,0.07211834805835217,1.7606153846153847,3251
random,observed,full,1,3407,0.3500102732689542,0.06441339634271626,1.7511520737327189,3256
random,observed,full,1,3504,0.35997534415451,0.06256420793096364,1.7380952380952381,3235
random,observed,full,1,3602,0.37004314772960756,0.05999589069241833,1.7102342786683107,3245
random,observed,full,1,3699,0.3800082186151633,0.05886583110745839,1.6915453700836172,3230
random,observed,full,1,3796,0.38997328950071913,0.05383192931990959,1.6746056294463347,3234
random,observed,full,1,3894,0.4000410930758167,0.05331826587220054,1.6529978254116184,3220
random,observed,full,1,3991,0.4100061639613725,0.052290938976782414,1.6279937791601866,3216
random,observed,full,1,4088,0.4199712348469283,0.046948839120608175,1.6271558482282846,3190
random,observed,full,1,4186,0.4300390384220259,0.044894185329771935,1.613320707070707,3169
random,observed,full,1,4283,0.44000410930758166,0.04314772960756113,1.5930968967701076,3159
random,observed,full,1,4380,0.4499691801931375,0.03801109513047052,1.5812182741116751,3153
random,observed,full,1,4478,0.46003698376823504,0.036264639408259705,1.5614649681528663,3141
random,observed,full,1,4575,0.47000205465379086,0.03575097596055065,1.5509348807221148,3103
random,observed,full,1,4672,0.4799671255393466,0.031641668378878156,1.5465191932335718,3075
random,observed,full,1,4770,0.49003492911444424,0.03081980686254366,1.531188443860801,3047
random,observed,full,1,4867,0.5,0.030511608793918225,1.514749751408684,3018
random,observed,full,1,4964,0.5099650708855558,0.027224162728580234,1.4996671105193076,3005
random,observed,full,1,5062,0.5200328744606534,0.026196835833162114,1.4872053872053872,2971
random,observed,full,1,5159,0.5299979453462091,0.025477707006369428,1.4657859078590787,2953
random,observed,full,1,5256,0.5399630162317649,0.025272241627285804,1.4527978029522828,2914
random,observed,full,1,5354,0.5500308198068625,0.024450380110951304,1.4317317663325269,2894
random,observed,full,1,5451,0.5599958906924183,0.023217587836449557,1.4145746164574617,2869
random,observed,full,1,5548,0.5699609615779742,0.023012122457365933,1.407960199004975,2815
random,observed,full,1,5646,0.5800287651530717,0.02177933018286419,1.3922413793103448,2785
random,observed,full,1,5743,0.5899938360386275,0.021060201356071503,1.379737609329446,2745
random,observed,full,1,5840,0.5999589069241833,0.015820834189439078,1.3739897134459955,2723
random,observed,full,1,5938,0.6100267104992809,0.015512636120813644,1.3626168224299064,2676
random,observed,full,1,6035,0.6199917813848367,0.014998972673104582,1.347364429275692,2638
random,observed,full,1,6132,0.6299568522703924,0.014074378467228272,1.33887171561051,2589
random,observed,full,1,6230,0.6400246558454901,0.01397164577768646,1.3254624163715072,2542
random,observed,full,1,6327,0.6499897267310458,0.013560715019519212,1.308952837729816,2503
random,observed,full,1,6424,0.6599547976166016,0.012533388124101088,1.2991035044824777,2455
random,observed,full,1,6522,0.6700226011916992,0.011916991986850216,1.2883895131086143,2404
random,observed,full,1,6619,0.679987672077255,0.011403328539141154,1.282116944088775,2344
random,observed,full,1,6716,0.6899527429628107,0.011403328539141154,1.2661149825783973,2297
random,observed,full,1,6814,0.7000205465379084,0.010376001643723032,1.2556792873051226,2246
random,observed,full,1,6911,0.7099856174234641,0.010376001643723032,1.2400911161731207,2196
random,observed,full,1,7008,0.71995068830902,0.009143209369221287,1.2368667917448406,2133
